name,layer,dmpl_category,address,city,state,zip,phone,toolkit_resources,web_link,full_address,"Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"Optimae Behavioral Health Services","Physical Location","Mental Health","600 East Court Avenue, Suite 200","Des Moines",IA,50309.0,515.243.3525,"Provides therapy, psychiatric medication evaluation, and skill-building supports in-person and via telehealth. Discounts based on family size/income.",https://optimaelifeservices.com/our-services/behavioral-health/,"600 East Court Avenue, Suite 200, Des Moines, IA 50309",41.588684,-93.608345,1,rooftop,"600 E Court Ave","Ste 200","Des Moines, IA 50309",600,"E Court Ave",Ste,200,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usngjc3dy35fhceau8vgasp9l9f97-4p4jdaentck55,building_centroid
"Orchard Place / PACE Center","Physical Location","Mental Health","620 8th St.","Des Moines",IA,50309.0,"515.697.5700 (Substance Abuse), 515.285.6781 (Mental Health)","Services for children age 18 and under for mental health and substance abuse issues. Also offers childcare resources and referrals.",https://orchardplace.org/,"620 8th St., Des Moines, IA 50309",41.588446,-93.628412,1,rooftop,"620 8th St",,"Des Moines, IA 50309",620,"8th St",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usn3cdkpwnwuw5hgyvxlythvdytj3,building_centroid
"Pioneer Columbus Community Center","Physical Location","Community Centers","2100 SE 5th Street","Des Moines",IA,50315.0,515-248-6316,"Activities including weight room, cardio area, computer lab, and Polk County congregate meals. Hours: 8 AM-7:45 PM.","https://www.dsm.city/Pioneer Columbus Community Recreation Center334.php","2100 SE 5th Street, Des Moines, IA 50315",41.568221,-93.607251,1,rooftop,"2100 SE 5th St",,"Des Moines, IA 50315",2100,"SE 5th St",,,"Des Moines",IA,"Polk County",50315,US,"Statewide IA",gcod_usnddr8ukjz67xq9vv2xtj3hthtz3,building_centroid
"Polk County Adult Services","Physical Location",Disabilities,"2309 Euclid Avenue","Des Moines",IA,50310.0,515.286.3484,"Assists low-income disabled citizens (18+) with transportation, meals on wheels, and protective payee financial counseling.",https://www.polkcountyiowa.gov/community-family-youth-services/senior-services/...,"2309 Euclid Avenue, Des Moines, IA 50310",41.629163,-93.647795,1,rooftop,"2309 Euclid Ave",,"Des Moines, IA 50310",2309,"Euclid Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnydvaumqv9ln7csfj2j88v3tsz7,building_centroid
"Polk County Bar Association (Volunteer Lawyers Project)","Physical Location","Legal Assistance","625 E Court Avenue, Suite 100","Des Moines",IA,50309.0,515.243.3904,"Charitable organization providing civil legal services to low-income residents of Polk County.",https://www.pcbaonline.org/,"625 E Court Avenue, Suite 100, Des Moines, IA 50309",41.58767,-93.607849,1,rooftop,"625 E Court Ave","Ste 100","Des Moines, IA 50309",625,"E Court Ave",Ste,100,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usngjc3dy35fhceafqqbhhbkdfly4-338nw7sv332de,building_centroid
"Polk County Crisis and Advocacy Services","Physical Location","Mental Health","2309 Euclid Avenue","Des Moines",IA,50310.0,515.286.3600,"Crisis intervention and counseling for victims of assault/abuse. Offers support groups for suicide loss survivors and homicide survivors.",https://www.polkcountyiowa.gov/community-family-youth-services/community-and-fa...,"2309 Euclid Avenue, Des Moines, IA 50310",41.629163,-93.647795,1,rooftop,"2309 Euclid Ave",,"Des Moines, IA 50310",2309,"Euclid Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnydvaumqv9ln7csfj2j88v3tsz7,building_centroid
"Polk County Department of Human Services","Physical Location","General Assistance","321 E 12th St.","Des Moines",IA,50319.0,800.972.2017,"Assists with food, childcare, and state supplementary programs.",https://dhs.iowa.gov/,"321 E 12th St., Des Moines, IA 50319",41.591132,-93.601136,1,rooftop,"321 E 12th St",,"Des Moines, IA 50319",321,"E 12th St",,,"Des Moines",IA,"Polk County",50319,US,"Statewide IA",gcod_usnmdummzql6qr2eqn7rz97n6anr8,building_centroid
"Polk County Emergency Repair Program","Physical Location","General Assistance","5885 NE 14 Street","Des Moines",IA,50313.0,515.286.3356,"Lifetime maximum repair benefit of up to $8,000 for eligible families in homes assessed for less than $95,000.",https://www.polkcountyiowa.gov/public-works/housing-services-division/emergency...,"5885 NE 14 Street, Des Moines, IA 50313",41.668301,-93.599027,1,rooftop,"5885 NE 14th St",,"Des Moines, IA 50313",5885,"NE 14th St",,,"Des Moines",IA,"Polk County",50313,US,"Statewide IA",gcod_usn8axgxxc9e4s5ff7l922ac4x3m8,building_centroid
"Polk County General Assistance","Physical Location","General Assistance","2309 Euclid Avenue","Des Moines",IA,50310.0,515.286.2088,"Provides temporary financial assistance for basic services such as rent and utility assistance.",https://www.polkcountyiowa.gov/community-family-youth-services/community-and-fa/,"2309 Euclid Avenue, Des Moines, IA 50310",41.629163,-93.647795,1,rooftop,"2309 Euclid Ave",,"Des Moines, IA 50310",2309,"Euclid Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnydvaumqv9ln7csfj2j88v3tsz7,building_centroid
"Polk County Health Dept","Physical Location","General Assistance","1907 Carpenter Street","Des Moines",IA,50314.0,515.286.3798,"Offers immunizations, TB tests, primary care services, women's health services, and STD testing. Hours: Mon-Fri 8 AM-4:30 PM.",https://www.polkcountyiowa.gov/health-department/,"1907 Carpenter Street, Des Moines, IA 50314",41.602927,-93.643379,1,rooftop,"1907 Carpenter Ave",,"Des Moines, IA 50314",1907,"Carpenter Ave",,,"Des Moines",IA,"Polk County",50314,US,Polk,gcod_usnbeh9lf7fpx3eh8jvqccr4pu8u9,
"Polk County Life Services Center (Broadlawns Crisis Observation Center)","Physical Location","Mental Health","1914 Carpenter Ave","Des Moines",IA,50314.0,515.282.5742,"24/7 walk-in mental health clinic and sobering center providing a safe environment to meet with a nurse/therapist and set up ongoing mental health appointments.",https://www.broadlawns.org/clinics-and-services/mental-health/broadlawns-at-polk-county-crisis-observation-center,"1914 Carpenter Ave, Des Moines, IA 50314",41.602095,-93.643358,1,rooftop,"1914 Carpenter Ave",,"Des Moines, IA 50314",1914,"Carpenter Ave",,,"Des Moines",IA,"Polk County",50314,US,"Statewide IA",gcod_usn7fxnzjvpf86jfrwugmszn4lbsd,building_centroid
"Polk County Northside Food Pantry (DMARC)","Physical Location","Food Pantries",,"Des Moines",IA,,,"Provides food assistance in partnership with DMARC.",,,41.672687,-93.572173,1,place,,,"Des Moines, IA 50301",,,,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
"Primary Health Care (Homeless Support Services)","Physical Location",Shelters,"1200 University Avenue, Suite 110A","Des Moines",IA,50314.0,515.248.1850,"Centralized Intake for homeless services in Polk County. Connects individuals/families to housing resources, benefits, and care. Walk-in only: Mon-Fri 8:00 AM-3:30 PM.",,"1200 University Avenue, Suite 110A, Des Moines, IA 50314",41.600115,-93.63311,1,rooftop,"1200 University Ave","Ste 110","Des Moines, IA 50314",1200,"University Ave",Ste,110,"Des Moines",IA,"Polk County",50314,US,"Statewide IA",gcod_usnd88rxnpmsw8xdvxaplq6pya6yc-t2q7fn2wgl8h6,building_centroid
"Primary Health Care (B. Engebretsen Clinic)","Physical Location","General Assistance","2353 SE 14th Street","Des Moines",IA,50320.0,"515.248.1400 (Med), 515.248.1470 (Dent)","Comprehensive medical, dental, and pharmacy services. Medical Hours: Tue/Thu/Fri 8 AM-5 PM, Mon/Wed 8 AM-8 PM. Dental: Mon-Fri 7:30 AM-5:30 PM.",,"2353 SE 14th Street, Des Moines, IA 50320",41.564403,-93.596219,1,rooftop,"2353 SE 14th St",,"Des Moines, IA 50320",2353,"SE 14th St",,,"Des Moines",IA,"Polk County",50320,US,"Statewide IA",gcod_usnj9pj48hbucnl2s5ez39vr7f7ef,building_centroid
"Primary Health Care (East Side Campus)","Physical Location","General Assistance","3509 E 29th Street","Des Moines",IA,50310.0,515.248.1600,"Comprehensive medical, internal medicine, and specialty health services. Hours: Mon-Thu 8 AM-8 PM, Fri 8 AM-5 PM, Sat 9 AM-1 PM.",,"3509 E 29th Street, Des Moines, IA 50310",41.626866,-93.560589,1,rooftop,"3509 E 29th St",,"Des Moines, IA 50317",3509,"E 29th St",,,"Des Moines",IA,"Polk County",50317,US,"Statewide IA",gcod_usnd2sdtc626hl7g3anmskefy6py4,building_centroid
"Primary Health Care (Mercy)","Physical Location","General Assistance",,"Des Moines",IA,,,"Provides comprehensive family medicine, annual physicals, and specialized care.",,,41.672687,-93.572173,1,place,,,"Des Moines, IA 50301",,,,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
"Project Iowa","Physical Location","Job Assistance","4801 Franklin Ave Room 106","Des Moines",IA,50309.0,515.280.1274,"Provides free career training and employment placement services for individuals facing barriers to employment.",https://www.projectiowa.org/,"4801 Franklin Ave Room 106, Des Moines, IA 50309",41.611691,-93.683295,1,rooftop,"4801 Franklin Ave",,"Des Moines, IA 50310",4801,"Franklin Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnsupwqvkcgk83cdey6gbhmrg48h,building_centroid
Proteus,"Physical Location","Job Assistance","1221 Center Street, Suite 16","Des Moines",IA,50309.0,1.800.372.6031,"Provides the National Farmworkers' Job Program (NFJP), including education, job training, healthcare, legal assistance, and counseling.",http://www.proteusinc.net/,"1221 Center Street, Suite 16, Des Moines, IA 50309",41.592003,-93.633422,1,rooftop,"1221 Center St","Ste 16","Des Moines, IA 50309",1221,"Center St",Ste,16,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usnrjdkx6glwjnndkma2fq9xeyjq9-wht8uhyb3gcuh,building_centroid
"Recovery in Action","Physical Location","Substance Abuse","PO Box 13342","Des Moines",IA,50310.0,515.771.7497,"Provides sober, safe housing and accountability for men recovering from substance abuse.",https://www.riadm.com/,"PO Box 13342, Des Moines, IA 50310",41.672687,-93.572173,1,place,"PO Box 13342",,"Des Moines, IA 50301",13342,"PO Box",,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
"Rent Reimbursement (Iowa Dept of Revenue)","Physical Location","General Assistance","321 E 12th St.","Des Moines",IA,50319.0,515.420.6077,"State program providing rent reimbursement for qualifying individuals.",https://hhs.iowa.gov/programs/programs-and-services/rent-reimbursement,"321 E 12th St., Des Moines, IA 50319",41.591132,-93.601136,1,rooftop,"321 E 12th St",,"Des Moines, IA 50319",321,"E 12th St",,,"Des Moines",IA,"Polk County",50319,US,"Statewide IA",gcod_usnmdummzql6qr2eqn7rz97n6anr8,building_centroid
"RISE Recovery Center","Physical Location","Substance Abuse","3120 SW 9th Street","Des Moines",IA,50315.0,515.499.2105,"Community recovery support center offering social events, resources, and event spaces for wellness-focused programming.",https://www.riseiowa.org/,"3120 SW 9th Street, Des Moines, IA 50315",41.55657,-93.625991,1,rooftop,"3120 SW 9th St",,"Des Moines, IA 50315",3120,"SW 9th St",,,"Des Moines",IA,"Polk County",50315,US,"Statewide IA",gcod_usn4df4jqfh88n2am6twdtesqmwke,building_centroid
"Ruth Harbor","Physical Location","General Assistance","2500 University Ave.","Des Moines",IA,50311.0,515.279.4661,"Christ-centered home offering programs for young moms facing unplanned pregnancies or parenting young children.",http://www.ruthharbor.org,"2500 University Ave., Des Moines, IA 50311",41.600237,-93.651203,1,rooftop,"2500 University Ave",,"Des Moines, IA 50311",2500,"University Ave",,,"Des Moines",IA,"Polk County",50311,US,"Statewide IA",gcod_usnz9rm7neekbajbcpxqlwslybw2f,building_centroid
"Sagent Behavioral Health","Physical Location","Mental Health","600 42nd Street","Des Moines",IA,50313.0,866.671.1115,"Provides therapy and counseling services for Des Moines and surrounding areas.",https://sagentbh.com/,"600 42nd Street, Des Moines, IA 50313",41.58683,-93.674773,1,rooftop,"600 42nd St",,"Des Moines, IA 50312",600,"42nd St",,,"Des Moines",IA,"Polk County",50312,US,"Statewide IA",gcod_usny23hbfx7lxyq4ez4apcvdw88fg,building_centroid
"Salvation Army (Des Moines)","Physical Location","General Assistance","1326 6th Avenue","Des Moines",IA,50314.0,515.282.3227,"Provides a food pantry, mobile breakfast service for those experiencing homelessness, and financial assistance for rent/utilities by appointment.",https://centralusa.salvationarmy.org/desmoinestemple/cure-hunger/,"1326 6th Avenue, Des Moines, IA 50314",41.603182,-93.626044,1,rooftop,"1326 6th Ave",,"Des Moines, IA 50314",1326,"6th Ave",,,"Des Moines",IA,"Polk County",50314,US,"Statewide IA",gcod_usnqpwl38sh6vkd5dthd7hb8rq64f,building_centroid
"Salvation Army Adult Rehabilitation Center - E 25th","Physical Location","Substance Abuse","1216 E 25th Court","Des Moines",IA,50317.0,515.266.3156,"Free programs providing housing, food, counseling, community, and employment to treat alcohol and drug dependence. Hours: Mon-Fri 8:30 AM-4:30 PM.",https://centralusa.salvationarmy.org/desmoinescitadel/overcome-poverty/,"1216 E 25th Court, Des Moines, IA 50317",41.601633,-93.569695,1,rooftop,"1216 E 25th Ct",,"Des Moines, IA 50317",1216,"E 25th Ct",,,"Des Moines",IA,"Polk County",50317,US,"Statewide IA",gcod_usndpglsjbnmvwh2z4uvcj735hxhb,building_centroid
"Salvation Army Adult Rehabilitation Center - E 2nd","Physical Location","Substance Abuse","133 E 2nd Street","Des Moines",IA,50309.0,515.243.4277,"Free programs providing housing, food, counseling, community, and employment to treat alcohol and drug dependence.",https://centralusa.salvationarmy.org/,"133 E 2nd Street, Des Moines, IA 50309",41.586218,-93.613934,1,rooftop,"133 E 2nd St",,"Des Moines, IA 50309",133,"E 2nd St",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usny755d3kapgfzcypw6rj8jdlnra,building_centroid
"Section 8 Housing Choice Voucher Program","Physical Location","General Assistance","1200 Locust St.","Des Moines",IA,50309.0,515.323.8950,"Rental assistance for low-income families, elderly, or disabled individuals renting from private landlords. Part of Des Moines Municipal Housing Agency.",https://www.dsm.city/departments/housing/section_8.php,"1200 Locust St., Des Moines, IA 50309",41.585038,-93.632647,1,rooftop,"1200 Locust St",,"Des Moines, IA 50309",1200,"Locust St",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usnyh7mj627x6g9956ur2ydjnthyb,building_centroid
"South Senior Center","Physical Location","Community Centers","100 Payton Avenue","Des Moines",IA,50315.0,515.287.0092,"Offers crafts, games, exercise, health clinics, and congregate meals (11 AM-12:30 PM). Hours: Mon-Fri 8 AM-4:30 PM.",https://www.polkcountyiowa.gov/community-family-youth-services/senior-services/...,"100 Payton Avenue, Des Moines, IA 50315",41.529736,-93.616644,1,rooftop,"100 Payton Ave",,"Des Moines, IA 50315",100,"Payton Ave",,,"Des Moines",IA,"Polk County",50315,US,"Statewide IA",gcod_usnvgl9g8e8hfphe7rtvf479q9l2b,building_centroid
"South Side Library","Physical Location","Branch Locations","1111 Porter Avenue","Des Moines",IA,50315.0,"(515) 283-4152","Library services available Mon-Thu 10 AM-8 PM, Fri 10 AM-6 PM, Sat 10 AM-5 PM. Community fridge accessible during library hours.",/locations-hours/south-side,"1111 Porter Avenue, Des Moines, IA 50315",41.53493,-93.629655,1,rooftop,"1111 Porter Ave",,"Des Moines, IA 50315",1111,"Porter Ave",,,"Des Moines",IA,"Polk County",50315,US,"Statewide IA",gcod_usndabf5ynk6p3b8aqtb528h7yxlg,building_centroid
"St. Vincent de Paul - 6th Avenue","Physical Location","General Assistance","1426 6th Avenue","Des Moines",IA,50314.0,515.282.8327,"Offers clothes closet (M-F 9 AM-5 PM) and food pantry. Limited utility/rent assistance (under $700) available based on need/funding; call to inquire.",http://svdpdsm.org,"1426 6th Avenue, Des Moines, IA 50314",41.604889,-93.626176,1,rooftop,"1426 6th Ave",,"Des Moines, IA 50314",1426,"6th Ave",,,"Des Moines",IA,"Polk County",50314,US,"Statewide IA",gcod_usnqpwl38sh6vkd5y86kh9r9rkht8,building_centroid
"St. Vincent de Paul - Army Post Road","Physical Location","General Assistance","500 Army Post Road","Des Moines",IA,50315.0,515.282.8328,"Offers clothes closet (M-F 9 AM-5 PM), food pantry, and wrap-around services for individuals returning to society to regain employment and education.",http://svdpdsm.org,"500 Army Post Road, Des Moines, IA 50315",41.52546,-93.620402,1,rooftop,"500 Army Post Rd",,"Des Moines, IA 50315",500,"Army Post Rd",,,"Des Moines",IA,"Polk County",50315,US,"Statewide IA",gcod_usnxdrye4kekur8dwam38wpc6as89,building_centroid
"St. Joseph Emergency Family Center","Physical Location",Shelters,,"Des Moines",IA,,515.282.1235,"Provides emergency shelter for homeless families for up to 30 days, including meals and laundry. Contact Primary Healthcare Outreach (515.248.1850) for intake.",https://www.catholiccharitiesdm.org/our-services/emergency-family-shelter/,,41.672687,-93.572173,1,place,,,"Des Moines, IA 50301",,,,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
"St. Luke's Free Clinic","Physical Location","General Assistance","1421 West Broadway","Polk City",IA,50226.0,515.984.6274,"Clinic open the first and third Wednesday of each month from 6 PM-8 PM. No appointments necessary.",https://polkcityumc.org/mission/st-lukes-free-clinic,"1421 West Broadway, Polk City, IA 50226",41.77994,-93.727331,1,rooftop,"1421 W Broadway St",,"Polk City, IA 50226",1421,"W Broadway St",,,"Polk City",IA,"Polk County",50226,US,"Statewide IA",gcod_usnhwlyqkw9qtguc5yueu9glhensd,building_centroid
"St. Mark Neighborhood Fridge","Physical Location","General Assistance","1105 Grand Ave","West Des Moines",IA,50265.0,,"Community fridge open 24/7 and is handicap accessible.",https://www.stmarkwdm.org/ministries/st-mark-neighborhood-fridge,"1105 Grand Ave, West Des Moines, IA 50265",41.586518,-93.631788,1,rooftop,"1105 Grand Ave",,"Des Moines, IA 50309",1105,"Grand Ave",,,"Des Moines",IA,"Polk County",50309,US,Polk,gcod_usnlre8muxksrlxhffhw622mqggl4,
"St. Theresa Food Pantry","Physical Location","Food Pantries","1230 Merle Hay Road","Des Moines",IA,50311.0,515.279.4654,"Emergency food pantry located in the church office. Hours: Mon-Wed 10 AM-1:45 PM.",https://sainttheresaiowa.org/st-theresa-food-pantry/,"1230 Merle Hay Road, Des Moines, IA 50311",41.600958,-93.69836,1,rooftop,"1230 Merle Hay Rd",,"Des Moines, IA 50311",1230,"Merle Hay Rd",,,"Des Moines",IA,"Polk County",50311,US,"Statewide IA",gcod_usntprw8d868hg3g8rp6gmhekspld,building_centroid
"Taxpayer Assistance Center","Physical Location","General Assistance","210 Walnut St.","Des Moines",IA,50309.0,844.545.5640,"Assistance with federal tax filings and form pickup.",https://www.irs.gov/,"210 Walnut St., Des Moines, IA 50309",41.586514,-93.620242,1,rooftop,"210 Walnut St",,"Des Moines, IA 50309",210,"Walnut St",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usnnanuftdmw5kdhlmj4dtbheg99a,building_centroid
"Tech Journey","Physical Location",Education,"4801 Franklin Ave Room 1170","Des Moines",IA,50310.0,515.207.5065,"Provides monthly gatherings and summer camps for students (ages 8-18) to learn coding, app development, robotics, and creative technology in a social environment.",https://www.techjourney.org/,"4801 Franklin Ave Room 1170, Des Moines, IA 50310",41.611691,-93.683295,1,rooftop,"4801 Franklin Ave",,"Des Moines, IA 50310",4801,"Franklin Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnsupwqvkcgk83cdey6gbhmrg48h,building_centroid
"The Beacon","Physical Location","Substance Abuse","1717 Woodland Avenue","Des Moines",IA,50314.0,515.244.4713,"Transitional housing for women featuring intensive case management, substance abuse assessment, in-house AA meetings, and a sober living environment.",https://www.mercyone.org/desmoines/house-of-mercy/,"1717 Woodland Avenue, Des Moines, IA 50314",41.588268,-93.640973,1,rooftop,"1717 Woodland Ave",,"Des Moines, IA 50309",1717,"Woodland Ave",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usn6krxa5rwhcuferkeuc6c6latwb,building_centroid
"Tim's CLUBe","Physical Location","Substance Abuse","PO Box 65533","West Des Moines",IA,50265.0,515.478.0985,"Bible-based recovery housing.",https://timsclube.com/,"PO Box 65533, West Des Moines, IA 50265",41.672687,-93.572173,1,place,"PO Box 65533",,"Des Moines, IA 50301",65533,"PO Box",,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
"U.S. Committee for Refugees and Immigrants (USCRI)","Physical Location","Immigrants & Refugees",,"Des Moines",IA,,,"Provides services to help refugees and immigrants navigate transition and settlement.",,,41.672687,-93.572173,1,place,,,"Des Moines, IA 50301",,,,,"Des Moines",IA,"Polk County",50301,US,"TIGER/Line® dataset from the US Census Bureau",,
UCS--Ankeny,"Physical Location","Substance Abuse","1555 SE Delaware Avenue Suite M",Ankeny,IA,50021.0,515.280.3860,"Provides substance abuse treatment, counseling and support. Intake hours: M-F 11:30 AM-1:30 PM (Substance Use); M-F by appointment (Mental Health).",https://www.ucsonline.org/,"1555 SE Delaware Avenue Suite M, Ankeny, IA 50021",41.714504,-93.580517,1,rooftop,"1555 SE Delaware Ave","Ste M","Ankeny, IA 50021",1555,"SE Delaware Ave",Ste,M,Ankeny,IA,"Polk County",50021,US,"Statewide IA",gcod_usn48wpwf2td2s7b2eq4uvfzxcqdb-bjdswr8zpcnd7,unit
"UCS--Des Moines","Physical Location","Mental Health","1300 Woodland Ave.","West Des Moines",IA,50265.0,515.280.3860,"Walk-in mental health assessments and substance abuse treatment. Medical hours: M-F 8:30 AM-5 PM. Substance abuse walk-in: M-F 8 AM-2 PM.",https://www.ucsonline.org/,"1300 Woodland Ave., West Des Moines, IA 50265",41.58774,-93.634623,1,rooftop,"1300 Woodland Ave",,"Des Moines, IA 50309",1300,"Woodland Ave",,,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usn6krxa5rwhcufe93fw4ba2sng95,building_centroid
"United States Citizenship & Immigration Services","Physical Location","Immigrants & Refugees","210 Walnut Street #101","Des Moines",IA,50309.0,800.375.5283,"Provides information and application processing for citizenship, green cards, work visas, and international adoption.",https://www.uscis.gov/,"210 Walnut Street #101, Des Moines, IA 50309",41.586514,-93.620242,1,rooftop,"210 Walnut St","Apt 101","Des Moines, IA 50309",210,"Walnut St",Apt,101,"Des Moines",IA,"Polk County",50309,US,"Statewide IA",gcod_usnnanuftdmw5kdhlmj4dtbheg99a-z6ztv3tu8tb42,building_centroid
"UnityPoint Counseling and Behavioral Medicine","Physical Location","Mental Health","6000 University Suite 200","West Des Moines",IA,50266.0,515.241.2300,"Offers an extensive spectrum of mental health services for all age groups. Hours: M-F 8 AM-5 PM.",https://www.unitypoint.org/locations/unitypoint-clinic-counseling-and-psychiatr...,"6000 University Suite 200, West Des Moines, IA 50266",41.599052,-93.79618,0.92,rooftop,"6000 University Ave","Ste 200","Des Moines, IA 50311",6000,"University Ave",Ste,200,"Des Moines",IA,"Dallas County",50311,US,Polk,gcod_usnz9rm7neekbajblb5bs8ltj9ytf-9xnnb3br49sk5,
"University of Iowa - Clinical Law Programs","Physical Location","Legal Assistance","Boyd Law Buildings 130 Byington Rd.","Iowa City",IA,52242.0,319.335.9034,"Legal assistance for criminal defense, estate planning, immigration advocacy, and civil/employment litigation.",https://law.uiowa.edu/experiential-learning/clinical-law-program,"Boyd Law Buildings 130 Byington Rd., Iowa City, IA 52242",41.657443,-91.542818,1,rooftop,"130 Byington Rd",,"Iowa City, IA 52242",130,"Byington Rd",,,"Iowa City",IA,"Johnson County",52242,US,"Statewide IA",gcod_usnzhdgayq5hyxjc8kbnkvaqxb94c,building_centroid
"University of Iowa Addiction and Recovery Collaborative","Physical Location","Substance Abuse","5 Boyd Tower 200 Hawkins Drive","Iowa City",IA,52242.0,319.335.6980,"Outpatient addiction treatment and dual diagnosis services for co-occurring mental health and addiction issues.",https://uihc.org/services/addiction-medicine,"5 Boyd Tower 200 Hawkins Drive, Iowa City, IA 52242",41.666508,-91.498185,0.63,street_center,"Boyd Ct",,"Iowa City, IA 52245",,"Boyd Ct",,,"Iowa City",IA,"Johnson County",52245,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussh8tvwf23lh7f3,
"Urban Dreams","Physical Location","Substance Abuse","1615 2nd Ave.","Des Moines",IA,50314.0,515.288.4742,"Outpatient substance abuse treatment, OWI services, food pantry, nutrition program, and youth employment services.",https://urbandreams.org/,"1615 2nd Ave., Des Moines, IA 50314",41.608495,-93.619341,1,rooftop,"1615 2nd Ave",,"Des Moines, IA 50314",1615,"2nd Ave",,,"Des Moines",IA,"Polk County",50314,US,"Statewide IA",gcod_usn4j98t4vbndwhg8s5h3jf4ksvqg,building_centroid
"Urbandale Food Pantry (DMARC)","Physical Location","Food Pantries","7901 Douglas Ave",Urbandale,IA,50322.0,515.251.6688,"Provides free food for up to three days. Hours: M-Th 9:30 AM-6:30 PM, Sat 8 AM-12 PM.",https://urbandalefoodpantry.org/,"7901 Douglas Ave, Urbandale, IA 50322",41.630008,-93.727188,1,rooftop,"7901 Douglas Ave",,"Urbandale, IA 50322",7901,"Douglas Ave",,,Urbandale,IA,"Polk County",50322,US,"Statewide IA",gcod_usnx3qfclp7ag4p3prwwvgfemra55,building_centroid
"VA Central Iowa Health Care System","Physical Location","Mental Health","3600 30th Street","Des Moines",IA,50310.0,515.699.5999,"Comprehensive medical/surgical, mental health, long-term care, and residential substance abuse treatment for Veterans.",https://www.centraliowa.va.gov/,"3600 30th Street, Des Moines, IA 50310",41.627583,-93.661484,1,rooftop,"3600 30th St",,"Des Moines, IA 50310",3600,"30th St",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usn7nvynxr7b67yevmg63bvzuu4j9,building_centroid
"VA Community Resource and Referral Center","Physical Location","General Assistance","1223 Center Street Suite 17","Des Moines",IA,50309.0,515.699.5637,"Services for Veterans experiencing or at risk of homelessness and those with serious mental illness.",https://www.va.gov/homeless/crrc.asp,"1223 Center Street Suite 17, Des Moines, IA 50309",41.591707,-93.633293,1,rooftop,"1223 Center St","Ste 17","Des Moines, IA 50309",1223,"Center St",Ste,17,"Des Moines",IA,"Polk County",50309,US,Polk,gcod_usn77284rx8s8gx57gx7z8y6h8fz2-2j74s7h4w5vye,
"Watchmen Food Pantry","Physical Location","Food Pantries","2723 Euclid Ave","Des Moines",IA,50310.0,,"Offers food boxes (Thu 10 AM-2 PM) and hot meals (Wed 5:30 PM-6:30 PM).",https://watchmen.ngo/watchmen-food-pantry/,"2723 Euclid Ave, Des Moines, IA 50310",41.627928,-93.654654,1,rooftop,"2723 Euclid Ave",,"Des Moines, IA 50310",2723,"Euclid Ave",,,"Des Moines",IA,"Polk County",50310,US,"Statewide IA",gcod_usnydvaumqv9ln7cwdqqjvxy7zxka,building_centroid
"Waypoint Resources","Physical Location","Food Pantries","1155 SE Boone Dr",Waukee,IA,50263.0,515.987.5523,"Provides non-perishable food and personal items. Hours: Mon 12-6 PM, Tue-Thu 9 AM-3 PM, Sat 9-11 AM.",https://waukeechristianservices.org/,"1155 SE Boone Dr, Waukee, IA 50263",41.601837,-93.831903,1,rooftop,"1155 SE Boone Dr",,"Waukee, IA 50263",1155,"SE Boone Dr",,,Waukee,IA,"Dallas County",50263,US,"Dallas County",gcod_usnsrw6gslq7cfyafblbhcxenubgg,building_centroid
